2,lenet,keras_mxnet_official_sample,64,1,0.992237,12,2.720,22058.823529411762
2,lenet,keras_mxnet_official_sample,128,1,0.992385,12,2.154,27855.15320334262
2,lenet,keras_mxnet_official_sample,256,1,0.990234,12,1.787,33575.82540570789
2,lenet,keras_mxnet_official_sample,512,1,0.990625,12,1.615,37151.70278637771
2,lenet,keras_mxnet_official_sample,1024,1,0.988574,12,1.537,39037.085230969424
2,lenet,keras_mxnet_official_sample,2048,1,0.985645,12,1.514,39630.11889035667
2,lenet,keras_mxnet_official_sample,4096,1,0.978760,12,1.446,41493.77593360996
2,lenet,keras_mxnet_official_sample,64,4,0.992038,12,2.970,20202.0202020202
2,lenet,keras_mxnet_official_sample,128,4,0.992089,12,1.368,43859.649122807015
2,lenet,keras_mxnet_official_sample,256,4,0.992090,12,0.764,78534.03141361257
2,lenet,keras_mxnet_official_sample,512,4,0.991797,12,0.568,105633.80281690141
2,lenet,keras_mxnet_official_sample,1024,4,0.988965,12,0.463,129589.63282937364
2,lenet,keras_mxnet_official_sample,2048,4,0.987598,12,0.418,143540.66985645934
2,lenet,keras_mxnet_official_sample,4096,4,0.978841,12,0.392,153061.22448979592
2,lenet,keras_mxnet_official_sample,64,8,0.992138,12,5.123,11711.887565879368
2,lenet,keras_mxnet_official_sample,128,8,0.992385,12,2.631,22805.017103762828
2,lenet,keras_mxnet_official_sample,256,8,0.991602,12,1.295,46332.04633204633
2,lenet,keras_mxnet_official_sample,512,8,0.990625,12,0.676,88757.39644970413
2,lenet,keras_mxnet_official_sample,1024,8,0.989551,12,0.372,161290.32258064515
2,lenet,keras_mxnet_official_sample,2048,8,0.986914,12,0.250,240000.0
2,lenet,keras_mxnet_official_sample,4096,8,0.978353,12,0.216,277777.77777777775
