2,lenet,keras_tensorflow_lenet,64,1,0.9904,12,18.77412700653076,3195.8876159263446
2,lenet,keras_tensorflow_lenet,128,1,0.986,12,16.5407977104187,3627.3945821976445
2,lenet,keras_tensorflow_lenet,256,1,0.9833,12,16.199799060821533,3703.749643729053
2,lenet,keras_tensorflow_lenet,512,1,0.978299999523,12,17.56779968738556,3415.339488591881
2,lenet,keras_tensorflow_lenet,1024,1,0.96280000124,12,17.76717460155487,3377.0141480316843
2,lenet,keras_tensorflow_lenet,2048,1,0.936800004673,12,18.004580974578857,3332.4852205511243
2,lenet,keras_tensorflow_lenet,4096,1,0.922100008678,12,18.467231035232544,3248.9981787485913
2,lenet,keras_tensorflow_lenet,64,4,0.9818,12,11.567815780639648,5186.8045910982055
2,lenet,keras_tensorflow_lenet,128,4,0.9757,12,7.137097477912903,8406.778832106656
2,lenet,keras_tensorflow_lenet,256,4,0.9598,12,5.472914218902588,10963.080655050175
2,lenet,keras_tensorflow_lenet,512,4,0.934699999237,12,4.652027726173401,12897.601547477008
2,lenet,keras_tensorflow_lenet,1024,4,0.916200001335,12,4.517949342727661,13280.361387092418
2,lenet,keras_tensorflow_lenet,2048,4,0.885999994183,12,5.285510897636414,11351.788154827367
2,lenet,keras_tensorflow_lenet,4096,4,0.825099996758,12,6.025966167449951,9956.909536614708
2,lenet,keras_tensorflow_lenet,64,8,0.9829,12,14.296846389770508,4196.7297097722485
2,lenet,keras_tensorflow_lenet,128,8,0.9774,12,8.327619791030884,7204.939887460033
2,lenet,keras_tensorflow_lenet,256,8,0.9578,12,4.893328785896301,12261.591776324902
2,lenet,keras_tensorflow_lenet,512,8,0.937499998283,12,3.0603524446487427,19605.58500538542
2,lenet,keras_tensorflow_lenet,1024,8,0.912699993515,12,2.736750841140747,21923.808005477942
2,lenet,keras_tensorflow_lenet,2048,8,0.891500013924,12,2.6365342140197754,22757.148259616693
2,lenet,keras_tensorflow_lenet,4096,8,0.822699994946,12,3.0443185567855835,19708.844157016352
